"V1","V2","V3","V4"
1.65002059783360,-0.216414103589640,-0.818718919484184,0.762294741724767
-0.0255336271349849,0.42856124285176,0.23458773682339,0.319914279708149
-2.51992649599401,2.29178111206299,2.76528881597211,-2.61177842373696
0.714290108123682,0.272058037552991,0.786337298950272,-1.28189136868152
-1.34850039157027,-0.387893523755504,0.154868359490949,0.436142235414501
-2.17969058132041,2.34179116880748,-2.23233633911802,2.4347827251934
-0.544831858322884,0.377343608491638,-0.449902661296059,0.670784065854909
0.427251669946146,-0.423238924025745,-0.202080234349222,-0.430740937057175
-0.0591835942893072,0.297653352189729,-0.129314415060532,0.60896915940366
-0.4578303968293,-0.90747100833115,-0.785171763970303,-0.049263930010752
0.0724255655789299,-0.225964550265303,-0.3426642658222,-1.09853291660260
0.204034673863684,-0.641644227136746,-1.02335832605965,0.0731904715740043
1.07608748090194,-0.170584586584110,0.625935131673254,-0.590066695274013
-0.735899508441318,-0.483870609484952,-0.294509994997583,0.925915241718328
0.97324727152583,0.459359468044337,0.427415560210867,0.600990071315617
1.00398760170638,-0.998893047791633,1.49191872490272,0.139406342892949
0.60442709973721,-0.0797046203406555,-0.492425521445256,1.01361581073251
0.381539211165831,0.124125920743038,-0.172022881320762,-0.473948716768977
0.307506325482207,-0.371051637493501,0.84587528439054,-0.316236837843272
1.25152737330463,1.78825992991209,0.194623497987174,-1.69319023081438
0.194945979071656,0.145005966456599,-0.699353638988781,0.494337265078509
1.07358477834967,-0.925133137224382,-0.473594114224753,-0.833707287153746
-0.595838734146593,0.593738249809895,-0.0284322882976033,1.09548630498093
0.778470688237118,0.473523114421952,0.643809790440683,0.980219736344096
-0.546196078184182,0.518343515887708,-0.207517265810817,-0.0584572842990087
2.10000294338322,0.314881714458342,-1.3660143710985,1.35028187996888
0.132061041949164,1.70087759762816,1.17101246811999,1.95827864069150
1.94120792874750,2.08339935913548,-2.27634236304542,0.330676540221489
0.670662805387678,-0.160354436045168,-0.425208032800913,-0.412818990594062
1.34189962865388,0.450814453079236,-1.57297096369543,1.47466352490174
1.50220684747606,-1.309648540893,1.85911436461434,1.91731059677440
-0.64598280811016,0.0457710934848943,0.286406145056313,0.331349334739394
-0.940271833890548,-0.308580200483818,-0.330550584125854,-1.04716662166030
