GDPdesaster
0,189
0,219
0,147
0,289
0,195
0,111
0,141
0,220
0,271
0,118
0,221
0,145
0,105
0,262
0,135
0,103
0,110
0,117
0,301
0,348
0,111
0,105
0,126
0,361
0,240
0,180
0,160
0,239
0,120
0,353
0,103
0,124
0,095
0,102
0,133
0,289
0,187
0,414
0,357
0,137
0,280
0,736
0,221
0,413
0,503
0,258
0,129
0,525
0,148
0,110
0,193
0,258
0,104
0,136
0,325
0,109
0,148
0,096
0,313
0,150
0,108
0,095
0,161
0,191
0,126
0,214
0,114
0,662
0,192
0,148
0,105
0,095
0,118
0,290
0,165
0,381
0,235
0,587
0,106
0,152
0,233
0,151
0,144
0,419
0,177
0,238
0,660
0,125
0,221
0,157
0,139
0,154
0,100
0,146
0,117
0,114
0,545
0,158
0,111
0,480
0,151
0,174
0,110
0,107
0,117
0,119
0,097
0,158
0,116
0,134
0,572
0,187
0,229
0,239
0,113
0,102
0,158
0,141
0,138
0,147
0,211
0,269
0,153
0,140
0,202
0,156
0,122
0,280
0,142
0,367
0,139
0,118
0,236
0,186
0,235
0,225
0,134
0,167
0,162
0,155
0,152
0,295
0,259
0,477
0,117
0,453
0,119
0,314
0,128
0,101
0,104
0,119
0,118
0,180
0,097
0,098
0,113
